"","uID","Year","Outcome","months_with_outcome","Txmonths","isCoal","initialYear","S_n_CR","avgNOxControls","scrubber","totOpTime","NOxemissions","SO2emissions","CO2emissions","GrossLoad","HeatInput","pctCapacity","Phase2","EPA.Region","Latitude","Longitude","Tx","coal_no_scrubber","coal_with_scrubber"
"1","1001_1",2002,4122.105,12,0,TRUE,1970,FALSE,1,FALSE,8051.46,4122.105,29379.418,2986746.824,3330896,29110607.457,0.627540774647874,0,5,39.9239,-87.4272,FALSE,TRUE,FALSE
"2","1001_2",2014,4383.103,12,0,TRUE,1972,FALSE,1,TRUE,7481.52,4383.103,1545.877,2581701.476,2456807.73,25162770.771,0.514748280390326,0,5,39.9239,-87.4272,FALSE,FALSE,TRUE
"3","10025_1E",2002,393.464,12,0,TRUE,NA,FALSE,0,FALSE,7316.5,393.464,NA,NA,NA,1630320.424,0.703417542879449,0,2,43.1969,-77.6289,FALSE,TRUE,FALSE
"4","10025_1F",2002,428,12,0,TRUE,NA,FALSE,0,FALSE,7787.25,428,NA,NA,NA,1778321.401,0.766692672963365,0,2,43.1969,-77.6289,FALSE,TRUE,FALSE
"5","10029_3",2002,218.563,12,0,FALSE,NA,FALSE,2,FALSE,8118.29,218.563,NA,NA,NA,2048928.314,0.611783916495927,0,1,42.45,-70.9739,FALSE,FALSE,FALSE
"6","10029_5",2002,15.798,12,0,FALSE,NA,FALSE,0,FALSE,955.19,15.798,NA,NA,8019,205665.666,0.0861832441832995,0,1,42.45,-70.9739,FALSE,FALSE,FALSE
"7","10030_2",2014,5.721,12,12,FALSE,NA,TRUE,1,FALSE,3345.23,5.721,0.433,85965.363,176499.4,1446561.804,0.252170576229042,1,3,39.1467,-75.5461,TRUE,FALSE,FALSE
"8","10034_S-100",2014,6.011,12,0,FALSE,NA,FALSE,0,FALSE,662.65,6.011,0.161,32064.145,63970.87,539568.076,0.0537073197125196,1,9,37.0001,-121.5367,FALSE,FALSE,FALSE
"9","10043_1001",2014,625.357,12,12,TRUE,NA,TRUE,1,TRUE,8482.8,625.357,748.811,1058525.745,NA,10313398.067,0.499487767490774,0,2,39.7914,-75.4081,TRUE,FALSE,TRUE
"10","1004_1-Aug",2002,564.673,12,0,TRUE,NA,FALSE,0,FALSE,4035.47,564.673,2742.09,191715.022,NA,1868532.037,0.304084656620156,1,5,38.8067,-87.2472,FALSE,TRUE,FALSE
"11","1004_1-Jul",2002,709.006,12,0,TRUE,NA,FALSE,0,FALSE,3966.31,709.006,2688.26,201345.682,NA,1962417.894,0.320003802377434,1,5,38.8067,-87.2472,FALSE,TRUE,FALSE
"12","1004_2-Jul",2002,649.966,12,0,TRUE,NA,FALSE,0,FALSE,3919.41,649.966,2745.584,197596.885,NA,1925887.059,0.313299644763441,1,5,38.8067,-87.2472,FALSE,TRUE,FALSE
"13","1004_CTG1",2014,370.011,12,12,TRUE,NA,TRUE,0,FALSE,6262.08,370.011,24.099,1386786.96,1206508.53,12483804.772,0.442014051647305,1,5,38.8067,-87.2472,TRUE,TRUE,FALSE
"14","1004_CTG2",2014,328.797,12,12,TRUE,NA,TRUE,0,FALSE,5098.27,328.797,17.866,1069727.124,937356.47,10050619.34,0.358164434689653,1,5,38.8067,-87.2472,TRUE,TRUE,FALSE
"15","10075_1",2014,314.586,12,12,TRUE,NA,TRUE,1,TRUE,8223.04,314.586,1089.253,551736.944,427725.07,5260645.047,0.666628035730287,1,5,47.5314,-90.9111,TRUE,FALSE,TRUE
"16","1007_CT3",2014,9.191,12,12,FALSE,NA,TRUE,0,FALSE,1408.7,9.191,0.239,47355.257,71503.38,796811.6,0.108570240604924,1,5,40.0969,-85.9714,TRUE,FALSE,FALSE
"17","1007_CT4",2014,10.796,12,12,FALSE,NA,TRUE,0,FALSE,1724.19,10.796,0.295,58522.291,86954.85,984755.517,0.134193375337848,1,5,40.0969,-85.9714,TRUE,FALSE,FALSE
"18","1007_CT5",2014,11.052,12,12,FALSE,NA,TRUE,0,FALSE,1490.14,11.052,0.252,49739.976,70626.58,836959.472,0.114182744031869,1,5,40.0969,-85.9714,TRUE,FALSE,FALSE
"19","1008_1",2002,1490.21,12,0,TRUE,1959,FALSE,1,FALSE,6847.03,1490.21,11710.889,734137.93,767595,7155345.388,0.558748083919702,0,5,38.2636,-85.8381,FALSE,TRUE,FALSE
"20","1008_2",2002,1539.16,12,0,TRUE,1958,FALSE,1,FALSE,7008.41,1539.16,12283.575,764453.461,807086,7450814.591,0.580250294120308,0,5,38.2636,-85.8381,FALSE,TRUE,FALSE
"21","1008_3",2002,1477.59,12,0,TRUE,1960,FALSE,1,FALSE,6576,1477.59,11140.447,759747.927,771276,7404943.317,0.576785112071511,0,5,38.2636,-85.8381,FALSE,TRUE,FALSE
"22","1008_4",2002,1626.181,12,0,TRUE,1961,FALSE,1,FALSE,7556,1626.181,12632.287,853873.238,885307,8322362.669,0.650892532868323,0,5,38.2636,-85.8381,FALSE,TRUE,FALSE
"23","10099_1001",2002,31.516,12,0,FALSE,NA,FALSE,1,FALSE,1921.24,31.516,0.891,99951.732,151526,1667293.837,0.181305913732353,1,2,39.7661,-75.4242,FALSE,FALSE,FALSE
"24","1010_1",2002,479.198,12,0,FALSE,NA,FALSE,0,TRUE,3286.5,479.198,998.518,1360968.727,NA,10939248.165,0.625619617509143,0,5,39.53,-87.4247,FALSE,FALSE,FALSE
"25","1010_1",2014,385.736,12,0,FALSE,NA,FALSE,0,TRUE,5805.25,385.736,386.358,1338291.441,1319637.88,10248461.486,0.529189620221997,0,5,39.53,-87.4247,FALSE,FALSE,FALSE
"26","1010_2",2002,1500.613,12,0,TRUE,1953,FALSE,1,FALSE,7973.04,1500.613,7944.548,592280.761,602278,5772723.24,0.685387041057158,0,5,39.53,-87.4247,FALSE,TRUE,FALSE
"27","1010_4",2002,1660.027,12,0,TRUE,1955,FALSE,1,FALSE,7492.98,1660.027,7157.704,535726.857,544809,5221517.662,0.620489952979713,1,5,39.53,-87.4247,FALSE,TRUE,FALSE
"28","1010_5",2002,2097.474,12,0,TRUE,1956,FALSE,1,FALSE,8333.22,2097.474,9427.151,704196.98,717080,6863526.919,0.68173640429979,0,5,39.53,-87.4247,FALSE,TRUE,FALSE
"29","1010_6",2002,3756.75,12,0,TRUE,1968,FALSE,1,FALSE,8037.53,3756.75,29340.767,2219404.269,2268922,21631661.261,0.686813719528101,0,5,39.53,-87.4247,FALSE,TRUE,FALSE
"30","10113_31",2014,115.714,12,0,FALSE,NA,FALSE,1,TRUE,8136.42,115.714,713.147,469106.307,NA,3993272.456,0.876408717538435,1,3,40.79,-76.1984,FALSE,FALSE,FALSE
"31","10113_32",2014,106.381,12,0,FALSE,NA,FALSE,1,TRUE,7771.61,106.381,688.322,451813.927,NA,3853552.952,0.841282726923241,1,3,40.79,-76.1984,FALSE,FALSE,FALSE
"32","1012_1",2002,1232.174,12,0,TRUE,1955,FALSE,0,FALSE,7259,1232.174,2993.162,294747.15,217925,2873564.25,0.455971978363669,1,5,37.91,-87.3267,FALSE,TRUE,FALSE
"33","1012_2",2014,372.88,12,12,TRUE,1966,TRUE,1,TRUE,3492.02,372.88,295.389,317803.714,254862.53,3125658.676,0.131441908301728,0,5,37.91,-87.3267,TRUE,FALSE,TRUE
"34","1012_3",2002,4156.673,12,0,TRUE,1973,FALSE,1,TRUE,7782.25,4156.673,2912.357,1975476.909,1941492,19254238.574,0.580688638941454,0,5,37.91,-87.3267,FALSE,FALSE,TRUE
"35","10143_AAB01",2002,940.376,12,0,FALSE,NA,FALSE,1,TRUE,8174.24,940.376,NA,NA,945771,10452738.123,0.904027691793911,0,3,40.55,-78.8,FALSE,FALSE,FALSE
"36","10143_AAB01",2014,888.254,12,0,FALSE,NA,FALSE,1,TRUE,8001.7,888.254,2831.19,NA,967010.45,10898711.86,0.889796050742486,0,3,40.55,-78.8,FALSE,FALSE,FALSE
"37","10151_1A",2014,758.681,12,12,FALSE,NA,TRUE,1,TRUE,6702.38,758.681,991.812,444605.737,NA,4333412.026,0.570762278193614,0,3,39.5611,-80.1642,TRUE,FALSE,FALSE
"38","10151_1B",2014,802.619,12,12,FALSE,NA,TRUE,1,TRUE,7155.55,802.619,1043.243,472292.523,NA,4603262.246,0.606495392466187,0,3,39.5611,-80.1642,TRUE,FALSE,FALSE
"39","10156_GEN1",2014,0.945,12,12,FALSE,NA,TRUE,1,FALSE,846.04,0.945,0.07,13911.052,20125.06,234072.65,0.0568257391009195,1,9,36.6183,-120.1,TRUE,FALSE,FALSE
"40","10190_1",2002,110.603,12,0,FALSE,NA,FALSE,0,FALSE,5836.42,110.603,0.998,196818.991,376529,3311837.992,0.629053274249366,1,2,42.5375,-73.7433,FALSE,FALSE,FALSE
"41","10190_1",2014,72.417,12,0,FALSE,NA,FALSE,0,FALSE,4148.39,72.417,0.67,123785.976,236709.24,2039078.319,0.370925842462383,1,2,42.5375,-73.7433,FALSE,FALSE,FALSE
"42","10244_B002",2014,875.482,12,0,TRUE,NA,FALSE,1,FALSE,8694.6,875.482,NA,NA,NA,2671560.506,0.7275207191165,0,5,39.3265,-82.9744,FALSE,TRUE,FALSE
"43","10244_B003",2014,1099.426,12,0,TRUE,NA,FALSE,1,FALSE,8488.96,1099.426,NA,NA,NA,4193171.407,0.948622634022043,0,5,39.3265,-82.9744,FALSE,TRUE,FALSE
"44","10298_CG802",2014,157.183,12,0,FALSE,NA,FALSE,1,FALSE,8292,157.183,2.368,466440.753,521074.79,7870675.125,0.749755655982427,0,6,29.6225,-95.0458,FALSE,FALSE,FALSE
"45","10307_1",2002,486.934,12,0,FALSE,NA,FALSE,0,FALSE,8468.04,486.934,NA,NA,1030174,11263646.85,0.897330416625976,0,1,42.0925,-71.4833,FALSE,FALSE,FALSE
"46","10307_2",2002,459.093,12,0,FALSE,NA,FALSE,0,FALSE,8544,459.093,NA,NA,971958,10633720.558,0.846742497426677,0,1,42.0925,-71.4833,FALSE,FALSE,FALSE
"47","10308_1001",2002,406.381,12,0,FALSE,NA,FALSE,0,FALSE,8373.74,406.381,NA,NA,840439,9726179.601,0.79417374325824,0,2,40.439,-74.3444,FALSE,FALSE,FALSE
"48","10308_1002",2002,385.269,12,0,FALSE,NA,FALSE,0,FALSE,8011.28,385.269,NA,NA,798867,9289780.162,0.758323573929107,0,2,40.439,-74.3444,FALSE,FALSE,FALSE
"49","10343_SG-101",2014,296.5,12,0,FALSE,NA,FALSE,0,TRUE,7423.53,296.5,460.685,538398.336,280891.85,4608654.166,0.843371598216474,1,3,40.8092,-76.4539,FALSE,FALSE,FALSE
"50","10349_2",2014,5.722,12,12,FALSE,NA,TRUE,1,FALSE,961.25,5.722,0.091,17736.018,27159.13,298413.018,0.068175144526583,1,9,39.1365,-121.6397,TRUE,FALSE,FALSE
"51","10350_1",2014,7.814,12,0,FALSE,NA,FALSE,0,FALSE,477.12,7.814,0.046,9033.627,19980.23,152004.978,0.0378371834498857,1,9,39.0536,-121.6942,FALSE,FALSE,FALSE
"52","10377_BLR01A",2014,223.673,12,0,TRUE,NA,FALSE,1,TRUE,7278.62,223.673,448.256,131974.11,NA,1286321.86,0.452621390271541,0,3,37.2939,-77.2697,FALSE,FALSE,TRUE
"53","10377_BLR01B",2014,138.366,12,0,TRUE,NA,FALSE,1,TRUE,4388.52,138.366,289.246,80521.024,NA,784825.133,0.276672849535396,0,3,37.2939,-77.2697,FALSE,FALSE,TRUE
"54","10377_BLR01C",2014,221.068,12,0,TRUE,NA,FALSE,1,TRUE,7062.56,221.068,441.72,130042.072,NA,1267499.338,0.445551591029416,0,3,37.2939,-77.2697,FALSE,FALSE,TRUE
"55","10377_BLR02A",2014,139.013,12,0,TRUE,NA,FALSE,1,TRUE,4182.17,139.013,259.623,80756.429,NA,787090.857,0.277299704558733,0,3,37.2939,-77.2697,FALSE,FALSE,TRUE
"56","10377_BLR02B",2014,148.254,12,0,TRUE,NA,FALSE,1,TRUE,4613.96,148.254,271.307,83270.798,NA,811596.614,0.285653103268968,0,3,37.2939,-77.2697,FALSE,FALSE,TRUE
"57","10377_BLR02C",2014,123.897,12,0,TRUE,NA,FALSE,1,TRUE,3827.99,123.897,232.631,70035.365,NA,682609.289,0.241109107235581,0,3,37.2939,-77.2697,FALSE,FALSE,TRUE
"58","10378_BLR01A",2014,147.785,12,0,FALSE,NA,FALSE,1,FALSE,7853.82,147.785,675.135,NA,NA,1476960.597,0.756439223254085,0,4,33.9444,-78.0125,FALSE,FALSE,FALSE
"59","10378_BLR01B",2014,144.583,12,0,FALSE,NA,FALSE,1,FALSE,7574.06,144.583,668.823,NA,NA,1455400.229,0.74500086219808,0,4,33.9444,-78.0125,FALSE,FALSE,FALSE
"60","10378_BLR01C",2014,139.155,12,0,FALSE,NA,FALSE,1,FALSE,7380.32,139.155,647.359,NA,NA,1399695.173,0.716069780437248,0,4,33.9444,-78.0125,FALSE,FALSE,FALSE
"61","10378_BLR02A",2014,152.038,12,0,FALSE,NA,FALSE,1,FALSE,7546.61,152.038,712.261,NA,NA,1417919.014,0.725989255571848,0,4,33.9444,-78.0125,FALSE,FALSE,FALSE
"62","10378_BLR02B",2014,148.425,12,0,FALSE,NA,FALSE,1,FALSE,7473.66,148.425,692.773,NA,NA,1383192.031,0.708012737220563,0,4,33.9444,-78.0125,FALSE,FALSE,FALSE
"63","10378_BLR02C",2014,148.256,12,0,FALSE,NA,FALSE,1,FALSE,7445.47,148.256,693.424,NA,NA,1382287.408,0.70747321987531,0,4,33.9444,-78.0125,FALSE,FALSE,FALSE
"64","10379_BLR01B",2014,128.23,12,0,FALSE,NA,FALSE,1,FALSE,6484.52,128.23,562.728,NA,NA,1193693.143,0.618629547018282,0,4,36.435,-78.9619,FALSE,FALSE,FALSE
"65","10379_BLR01C",2014,138.924,12,0,FALSE,NA,FALSE,1,FALSE,6511.01,138.924,606.696,NA,NA,1267772.388,0.657554488687276,0,4,36.435,-78.9619,FALSE,FALSE,FALSE
"66","10381_BLR01A",2014,202.374,12,0,FALSE,NA,FALSE,1,FALSE,7804.18,202.374,NA,NA,NA,1890566.794,0.675639966166168,0,4,35.0225,-77.8575,FALSE,FALSE,FALSE
"67","10381_BLR01B",2014,196.706,12,0,FALSE,NA,FALSE,1,FALSE,7831.52,196.706,NA,NA,NA,1846007.464,0.65922385775773,0,4,35.0225,-77.8575,FALSE,FALSE,FALSE
"68","10382_UNIT1",2002,473.321,12,0,TRUE,NA,FALSE,1,FALSE,4189.57,473.321,820.516,109196.942,NA,1064644.864,0.5725089874756,1,4,34.59,-78.9968,FALSE,TRUE,FALSE
"69","10382_UNIT2",2002,643.558,12,0,TRUE,NA,FALSE,1,FALSE,6645.48,643.558,1123.563,151686.99,NA,1478817.559,0.783936574210673,1,4,34.59,-78.9968,FALSE,TRUE,FALSE
"70","10384_BLR02A",2014,250.153,12,0,TRUE,NA,FALSE,1,TRUE,7287.58,250.153,24.686,112301.028,NA,1094581.532,0.167610862123087,0,4,36.0378,-77.7542,FALSE,FALSE,TRUE
"71","10384_BLR02B",2014,261.92,12,0,TRUE,NA,FALSE,1,TRUE,7873.44,261.92,25.235,116777.894,NA,1138219.745,0.173834949130611,0,4,36.0378,-77.7542,FALSE,FALSE,TRUE
"72","10405_1",2014,3.439,12,12,FALSE,NA,TRUE,0,FALSE,2303.93,3.439,0.228,45134.444,51177.78,759490.398,0.221623004923255,1,9,36.547,-119.578,TRUE,FALSE,FALSE
"73","1040_1",2002,519.411,12,0,TRUE,1955,FALSE,1,FALSE,8142.25,519.411,4170.315,250210.985,204010,2438707.901,0.696958438072708,1,5,39.8028,-84.8953,FALSE,TRUE,FALSE
"74","1040_2",2002,1061.544,12,0,TRUE,1973,FALSE,1,FALSE,8015.25,1061.544,8702.238,520160.716,429632,5069793.899,0.795223004070328,1,5,39.8028,-84.8953,FALSE,TRUE,FALSE
"75","1043_1SG1",2002,1782.738,12,0,TRUE,NA,FALSE,1,FALSE,7587.53,1782.738,7907.219,758895.212,760716,7396658.739,0.562702740705665,0,5,38.5201,-87.2662,FALSE,TRUE,FALSE
"76","1043_1SG1",2014,355.83,12,0,TRUE,NA,FALSE,1,FALSE,3990.6,355.83,4077.427,348976.117,329435.05,3401308.339,0.259893126625348,0,5,38.5201,-87.2662,FALSE,TRUE,FALSE
"77","1043_2SG1",2002,2229.567,12,0,TRUE,NA,FALSE,1,FALSE,8640.05,2229.567,10147.822,930443.727,864141,9068683.321,0.690408551202948,0,5,38.5201,-87.2662,FALSE,TRUE,FALSE
"78","1043_2SG1",2014,369.372,12,0,TRUE,NA,FALSE,1,FALSE,4175.8,369.372,4471.315,343446.879,328077.97,3347432.224,0.254653976146918,0,5,38.5201,-87.2662,FALSE,TRUE,FALSE
"79","10464_E0001",2014,93.035,12,0,FALSE,NA,FALSE,0,FALSE,7661.24,93.035,87.936,168268,NA,1573518.709,0.674858026052514,0,2,44.0361,-75.7712,FALSE,FALSE,FALSE
"80","10464_E0002",2014,98.139,12,0,FALSE,NA,FALSE,0,FALSE,8132.27,98.139,92.517,177654.241,NA,1664807.486,0.713137007364963,0,2,44.0361,-75.7712,FALSE,FALSE,FALSE
"81","10464_E0003",2014,85.623,12,0,FALSE,NA,FALSE,0,FALSE,7047.39,85.623,77.614,155593.208,NA,1461467.077,0.628018294385878,0,2,44.0361,-75.7712,FALSE,FALSE,FALSE
"82","1046_1",2002,878.063,12,0,TRUE,NA,FALSE,0,FALSE,8014.25,878.063,1081.785,259807.975,190405,2532223.475,0.42537395930094,1,7,42.506,-90.6527,FALSE,TRUE,FALSE
"83","1046_5",2002,882.375,12,0,TRUE,NA,FALSE,0,FALSE,8257.75,882.375,768.394,180760.7,154826,1761808.375,0.477048500724435,1,7,42.506,-90.6527,FALSE,TRUE,FALSE
"84","1047_3",2002,705.198,12,0,TRUE,1957,FALSE,0,FALSE,7036.25,705.198,765.234,220988.475,NA,2153897.55,0.565379008629227,1,7,43.3359,-91.1672,FALSE,TRUE,FALSE
"85","1047_4",2002,2602.491,12,0,TRUE,1977,FALSE,0,FALSE,6840.75,2602.491,3604.064,1339082.425,1192420,13051448.55,0.48680790661968,1,7,43.3359,-91.1672,FALSE,TRUE,FALSE
"86","1047_4",2014,792.64,12,12,TRUE,1977,TRUE,2,FALSE,7436.95,792.64,5259.918,1570095.466,1435942.77,14970337.985,0.503961777679229,1,7,43.3359,-91.1672,TRUE,TRUE,FALSE
"87","1048_2",2002,932.622,12,0,TRUE,1967,FALSE,1,FALSE,7767.5,932.622,4100.603,1347425.05,1257796,13132823.775,0.776768978116134,0,7,41.8081,-90.2345,FALSE,TRUE,FALSE
"88","1048_2",2014,584.818,12,0,TRUE,1967,FALSE,1,FALSE,5560.25,584.818,3023.874,989298.682,885112.89,9432698.417,0.450439451881871,0,7,41.8081,-90.2345,FALSE,TRUE,FALSE
"89","10522_CC1",2002,31.476,12,0,FALSE,NA,FALSE,0,FALSE,1694.1,31.476,2.274,27826.002,35250,461517.202,0.134045578567579,1,1,42.6692,-71.5774,FALSE,FALSE,FALSE
"90","10525_ES5A",2014,754.571,12,0,FALSE,NA,FALSE,0,FALSE,8066.92,754.571,70.139,556119.36,388970.27,5333066.712,0.776600598471933,1,4,35.1285,-77.17,FALSE,FALSE,FALSE
"91","10566_1001",2014,475.166,12,12,TRUE,NA,TRUE,0,TRUE,8549.25,475.166,581.704,694527.15,NA,6769778.175,0.489301543254127,0,2,39.6928,-75.4867,TRUE,FALSE,TRUE
"92","10566_1002",2014,428.439,12,12,TRUE,NA,TRUE,0,TRUE,7667.5,428.439,547.113,617168.625,NA,6018716.95,0.436295976743312,0,2,39.6928,-75.4867,TRUE,FALSE,TRUE
"93","10567_GT1",2002,275.173,12,0,FALSE,NA,FALSE,0,FALSE,8624.84,275.173,NA,NA,NA,3701542.735,0.710318121271194,0,1,41.9227,-72.6255,FALSE,FALSE,FALSE
"94","1058_2",2002,290.208,12,0,TRUE,1930,FALSE,0,FALSE,7566.75,290.208,298.638,117442.3,NA,1310816.95,0.491858179524476,1,7,41.9839,-91.6686,FALSE,TRUE,FALSE
"95","1058_3",2002,607.338,12,0,TRUE,NA,FALSE,0,FALSE,8393.75,607.338,518.711,196597.4,NA,2079457.175,0.779686627093849,1,7,41.9839,-91.6686,FALSE,TRUE,FALSE
"96","10603_31",2014,285.283,12,0,TRUE,NA,FALSE,0,TRUE,8322.33,285.283,1917.22,623421.723,421808.15,5507732.273,0.67684420038524,1,3,40.455,-78.7472,FALSE,FALSE,TRUE
"97","10633_2",2014,270.674,12,0,FALSE,NA,FALSE,0,FALSE,3570.5,270.674,6.874,196822,283953,3269640.6,0.247273131852664,0,3,37.2914,-77.2821,FALSE,FALSE,FALSE
"98","10633_3",2014,237.188,12,0,FALSE,NA,FALSE,0,FALSE,3417.25,237.188,7.915,188575.425,271977.5,3123078.575,0.23600122522981,0,3,37.2914,-77.2821,FALSE,FALSE,FALSE
"99","10641_1",2002,592.143,12,12,FALSE,NA,TRUE,0,TRUE,8612.94,592.143,NA,NA,NA,4846489.298,0.813863068300577,0,3,40.4748,-78.7021,TRUE,FALSE,FALSE
"100","10641_1",2014,524.309,12,12,FALSE,NA,TRUE,0,TRUE,8729.5,524.309,1575.621,NA,NA,4872987.435,0.817933541887857,0,3,40.4748,-78.7021,TRUE,FALSE,FALSE
"101","10641_2",2002,565.495,12,12,FALSE,NA,TRUE,0,TRUE,8584.35,565.495,NA,NA,NA,4699451.641,0.789185165015732,0,3,40.4748,-78.7021,TRUE,FALSE,FALSE
"102","10641_2",2014,542.341,12,12,FALSE,NA,TRUE,0,TRUE,8601.84,542.341,1622.979,NA,NA,4996922.578,0.839009516067068,0,3,40.4748,-78.7021,TRUE,FALSE,FALSE
"103","10675_UNITA",2002,218.908,12,0,TRUE,NA,FALSE,1,TRUE,8466.56,218.908,NA,NA,NA,7651685.125,0.836265096081646,0,1,41.4282,-72.1005,FALSE,FALSE,TRUE
"104","10675_UNITB",2002,219.082,12,0,TRUE,NA,FALSE,1,TRUE,8478.84,219.082,NA,NA,NA,7633986.11,0.833852059033898,0,1,41.4282,-72.1005,FALSE,FALSE,TRUE
"105","10676_32",2002,951.872,12,0,TRUE,NA,FALSE,1,TRUE,8382.5,951.872,NA,NA,0,2916749.625,0.6028430496568,0,3,40.6558,-80.3556,FALSE,FALSE,TRUE
"106","10676_35",2002,454.24,12,0,TRUE,NA,FALSE,1,TRUE,8383.25,454.24,NA,NA,0,1323360.525,0.527870262784113,0,3,40.6558,-80.3556,FALSE,FALSE,TRUE
"107","10678_1",2014,549.588,12,12,TRUE,NA,TRUE,1,TRUE,7692.4,549.588,1167.307,1499060.244,1268749.41,14615568.582,0.742285825815223,0,3,39.5944,-78.7456,TRUE,FALSE,TRUE
"108","10682_GT4",2002,20.617,12,0,FALSE,NA,FALSE,1,FALSE,1107.02,20.617,0.148,29277.962,38860,492679.245,0.164383388209538,1,8,40.2415,-103.631,FALSE,FALSE,FALSE
"109","10682_GT5",2002,20.828,12,0,FALSE,NA,FALSE,1,FALSE,1047.61,20.828,0.151,30094.201,31992,506385.595,0.168956251594118,1,8,40.2415,-103.631,FALSE,FALSE,FALSE
"110","10725_CTG101",2002,283.235,12,0,FALSE,NA,FALSE,0,FALSE,8371.5,283.235,NA,NA,700284,7396360.675,0.69580423503685,0,2,42.5744,-73.8592,FALSE,FALSE,FALSE
"111","10725_CTG101",2014,129.36,12,0,FALSE,NA,FALSE,0,FALSE,3611.74,129.36,0.973,192421.044,400131.93,3237997.256,0.306170957037492,1,2,42.5744,-73.8592,FALSE,FALSE,FALSE
"112","10725_CTG201",2014,47.162,12,12,FALSE,NA,TRUE,0,FALSE,3716.42,47.162,1.102,218052.905,450963.1,3669158.297,0.335253378668975,1,2,42.5744,-73.8592,TRUE,FALSE,FALSE
"113","10725_CTG301",2014,47.116,12,12,FALSE,NA,TRUE,0,FALSE,3563.11,47.116,1.088,215627.368,446593.09,3628347.861,0.334659767665131,1,2,42.5744,-73.8592,TRUE,FALSE,FALSE
"114","10726_1",2002,111.659,12,12,FALSE,NA,TRUE,0,FALSE,7185.25,111.659,NA,NA,600830,7017175.35,0.638443468565788,0,1,42.156,-72.5292,TRUE,FALSE,FALSE
"115","10726_2",2002,112.189,12,12,FALSE,NA,TRUE,0,FALSE,7303.5,112.189,NA,NA,610700,7046713.425,0.640862142408227,0,1,42.156,-72.5292,TRUE,FALSE,FALSE
"116","1073_3",2002,989.089,12,0,TRUE,1958,FALSE,0,FALSE,8488,989.089,1287.558,433308.35,NA,4236796.65,0.916876140961813,1,7,41.9439,-91.6386,FALSE,TRUE,FALSE
"117","1073_3",2014,436.1,12,0,TRUE,1958,FALSE,1,FALSE,7944.89,436.1,777.246,285184.787,NA,2722121.821,0.517811030978871,1,7,41.9439,-91.6386,FALSE,TRUE,FALSE
"118","1073_4",2014,1469.172,12,0,TRUE,1967,FALSE,1,FALSE,7686.16,1469.172,2517.335,942029.267,NA,8992611.507,0.469830552572603,0,7,41.9439,-91.6386,FALSE,TRUE,FALSE
"119","10741_G102",2014,84.46,12,0,FALSE,NA,FALSE,0,FALSE,1841.19,84.46,0.605,119948.618,190631.85,2018338.902,0.173532151931002,1,6,29.6255,-95.067,FALSE,FALSE,FALSE
"120","10741_G104",2014,72.952,12,0,FALSE,NA,FALSE,0,FALSE,1853.41,72.952,0.599,118546.855,189155.23,1994763.19,0.170336312984487,1,6,29.6255,-95.067,FALSE,FALSE,FALSE
"121","10743_CFB1",2014,555.166,12,0,FALSE,NA,FALSE,0,TRUE,8432.13,555.166,515.356,NA,NA,3378994.046,0.811358395435205,0,3,39.6397,-79.9606,FALSE,FALSE,FALSE
"122","10743_CFB2",2014,551.022,12,0,FALSE,NA,FALSE,0,TRUE,8344.04,551.022,512.045,NA,NA,3350442.43,0.804684509833861,0,3,39.6397,-79.9606,FALSE,FALSE,FALSE
"123","10745_10",2014,136.793,12,0,FALSE,NA,FALSE,0,FALSE,2678.25,136.793,0.75,NA,225512,2500188.05,0.203542551037552,0,5,43.5861,-84.2242,FALSE,FALSE,FALSE
"124","10745_11",2014,87.471,12,0,FALSE,NA,FALSE,0,FALSE,1888,87.471,0.537,NA,161929.5,1787780.125,0.145887322631506,0,5,43.5861,-84.2242,FALSE,FALSE,FALSE
"125","10745_12",2014,261.971,12,0,FALSE,NA,FALSE,0,FALSE,6933,261.971,2.05,NA,583908.75,6829962.425,0.567935884662679,0,5,43.5861,-84.2242,FALSE,FALSE,FALSE
"126","10745_13",2014,146.635,12,0,FALSE,NA,FALSE,0,FALSE,2558.5,146.635,0.762,NA,222642,2541045.45,0.20650472672632,0,5,43.5861,-84.2242,FALSE,FALSE,FALSE
"127","10745_14",2014,100.343,12,0,FALSE,NA,FALSE,0,FALSE,1994.25,100.343,0.56,NA,170021.25,1866101.625,0.15202806613909,0,5,43.5861,-84.2242,FALSE,FALSE,FALSE
"128","10745_16",2014,2.044,12,0,FALSE,NA,FALSE,1,FALSE,918,2.044,0.05,NA,NA,167235.575,0.0510013176879356,0,5,43.5861,-84.2242,FALSE,FALSE,FALSE
"129","10745_17",2014,10.305,12,0,FALSE,NA,FALSE,1,FALSE,4503.75,10.305,0.218,NA,NA,726538.55,0.225178912279215,0,5,43.5861,-84.2242,FALSE,FALSE,FALSE
"130","10745_18",2014,11.239,12,0,FALSE,NA,FALSE,1,FALSE,5641.25,11.239,0.261,NA,NA,870118.5,0.268994030338662,0,5,43.5861,-84.2242,FALSE,FALSE,FALSE
"131","10745_19",2014,10.38,12,0,FALSE,NA,FALSE,1,FALSE,5481.75,10.38,0.249,NA,NA,829695.3,0.256729946896782,0,5,43.5861,-84.2242,FALSE,FALSE,FALSE
